User Path,Num Direct Impressions,Num Indirect Impressions,Impressions Served,Has Converted (1/0 = yes/no),Count
imp (phone) - click (phone),65,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),26,0,Indirect,1,1
imp (tablet) - imp (phone),26,0,Indirect,0,13
mobile site (phone) - imp (phone),8,0,Indirect,0,1
imp (computer) - desktop site (computer),1,0,Indirect,1,1
imp (phone) - imp (tablet),154,0,Indirect,0,1
mobile site (phone) - desktop site (other) - desktop site (phone) - desktop site (computer),0,0,None,1,1
imp (phone),336,0,Indirect,0,1
imp (tablet),32,0,Indirect,0,155
imp (phone),209,0,Indirect,0,1
imp (phone) - desktop site (computer) - desktop site (phone),47,0,Indirect,1,1
imp (phone),80,0,Indirect,0,18
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,186,Direct,1,1
mobile site (tablet) - desktop site (other) - desktop site (tablet),0,0,None,1,13
imp (tablet),307,0,Indirect,0,3
imp (phone) - imp (tablet),47,0,Indirect,0,1
imp (other) - imp (tablet),11,0,Indirect,0,14
imp (tablet),764,0,Indirect,0,1
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),1,7,Direct,1,1
imp (tablet) - desktop site (tablet) - desktop site (phone),1,0,Indirect,1,8
imp (tablet),54,0,Indirect,0,48
imp (phone),235,0,Indirect,0,1
imp (tablet) - desktop site (other),19,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,35,Direct,1,1
imp (phone),99,0,Indirect,0,16
imp (tablet) - mobile site (phone) - desktop site (phone),15,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),0,14,Direct,1,13
imp (phone) - imp (tablet),49,0,Indirect,0,3
desktop site (phone) - desktop site (tablet) - desktop site (computer),0,0,None,1,42
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),3,7,Direct,1,1
mobile site (phone) - imp (phone) - click (phone) - desktop site (phone),0,1,Direct,1,7
mobile site (computer) - desktop site (computer) - desktop site (other) - desktop site (phone),0,0,None,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,3,Direct,1,14
imp (tablet) - imp (phone),96,0,Indirect,0,1
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),7,2,Direct,1,1
imp (phone),191,0,Indirect,0,4
imp (phone) - desktop site (tablet),3,0,Indirect,1,54
imp (other) - desktop site (tablet),2,0,Indirect,1,2
imp (phone) - desktop site (phone),1,2,Direct,1,11
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),2,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),5,7,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,10,Direct,1,2
imp (tablet) - desktop site (computer),19,0,Indirect,1,3
imp (other),137,0,Indirect,0,1
imp (phone),20,0,Indirect,0,579
imp (other),17,0,Indirect,0,3
imp (phone) - desktop site (other) - desktop site (computer),9,0,Indirect,1,1
mobile site (phone) - imp (phone) - desktop site (phone),1,0,Indirect,1,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,14,Direct,1,11
imp (tablet),61,0,Indirect,0,36
mobile site (phone) - imp (phone) - click (phone) - desktop site (phone),0,2,Direct,1,1
imp (other) - imp (tablet),8,0,Indirect,0,23
imp (phone) - desktop site (phone) - desktop site (computer),5,0,Indirect,1,5
imp (tablet) - click (tablet) - desktop site (computer),21,0,Indirect,1,1
imp (phone) - imp (tablet),12,0,Indirect,0,58
imp (phone) - desktop site (phone),4,0,Indirect,1,52
imp (tablet) - imp (phone) - desktop site (computer),10,0,Indirect,1,6
imp (phone) - imp (tablet) - desktop site (computer),13,0,Indirect,1,2
imp (phone) - mobile site (tablet) - desktop site (tablet),17,0,Indirect,1,1
imp (tablet) - desktop site (computer),104,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),32,4,Direct,1,1
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),4,0,Indirect,1,1
mobile site (phone) - imp (phone),14,0,Indirect,0,1
imp (phone),156,0,Indirect,0,4
imp (phone),103,0,Indirect,0,8
imp (phone) - click (phone),12,0,Indirect,0,13
imp (other) - imp (phone),9,0,Indirect,0,8
imp (tablet) - desktop site (other) - desktop site (computer),1,0,Indirect,1,11
imp (tablet),10,0,Indirect,0,1963
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),4,2,Direct,1,1
imp (phone),313,0,Indirect,0,2
imp (tablet) - imp (phone) - desktop site (phone),14,0,Indirect,1,1
desktop site (other) - desktop site (computer) - desktop site (phone),0,0,None,1,93
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (computer),0,11,Direct,1,1
imp (tablet) - desktop site (phone),13,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (computer),8,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (other),12,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),66,0,Indirect,1,1
imp (other),18,0,Indirect,0,6
imp (tablet) - imp (phone) - mobile site (tablet) - click (tablet) - desktop site (tablet),2,53,Direct,1,1
imp (phone),228,0,Indirect,0,2
imp (other),28,0,Indirect,0,2
imp (phone),138,0,Indirect,0,4
imp (phone) - mobile site (tablet),1,0,Indirect,0,5
imp (phone) - desktop site (phone),0,35,Direct,1,1
imp (phone) - desktop site (computer),53,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),6,27,Direct,1,1
imp (other),36,0,Indirect,0,1
imp (tablet),48,0,Indirect,0,67
imp (tablet) - click (tablet) - desktop site (tablet),0,13,Direct,1,5
imp (phone) - desktop site (phone),1,12,Direct,1,1
imp (tablet),314,0,Indirect,0,2
imp (phone),649,0,Indirect,0,1
imp (phone) - desktop site (phone),7,0,Indirect,1,22
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),3,1,Direct,1,1
imp (tablet) - click (tablet),27,0,Indirect,0,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,2,Direct,1,1
imp (tablet) - desktop site (phone) - desktop site (tablet),3,0,Indirect,1,2
mobile site (other) - desktop site (other) - desktop site (tablet),0,0,None,1,191
imp (tablet) - click (tablet),36,0,Indirect,0,3
imp (phone) - click (phone) - desktop site (phone),3,2,Direct,1,1
desktop site (other),0,0,None,1,30285
imp (phone) - desktop site (tablet),17,0,Indirect,1,1
imp (phone),297,0,Indirect,0,1
imp (other) - click (tablet) - desktop site (tablet),0,1,Direct,1,5
imp (tablet) - imp (phone) - desktop site (tablet),8,0,Indirect,1,3
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),9,0,Indirect,1,2
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),2,10,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,2,Direct,1,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,24,Direct,1,2
imp (other) - imp (tablet),19,0,Indirect,0,4
imp (tablet) - click (tablet),2,0,Indirect,0,92
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,29,Direct,1,3
imp (tablet) - imp (other),36,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (other) - desktop site (computer),6,0,Indirect,1,1
imp (tablet) - desktop site (phone) - desktop site (tablet),8,0,Indirect,1,2
imp (tablet),136,0,Indirect,0,4
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),4,0,Indirect,1,1
imp (tablet) - mobile site (tablet),4,0,Indirect,0,1
imp (tablet),120,0,Indirect,0,6
mobile site (computer) - mobile site (tablet) - desktop site (tablet),0,0,None,1,1
imp (tablet) - imp (phone),20,0,Indirect,0,34
imp (other) - desktop site (computer),4,0,Indirect,1,2
imp (phone) - imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,4,Direct,1,1
imp (computer) - desktop site (computer),0,1,Direct,1,5
imp (other) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),8,3,Direct,1,1
imp (phone) - desktop site (tablet) - desktop site (phone),1,0,Indirect,1,18
imp (phone),320,0,Indirect,0,1
imp (phone),173,0,Indirect,0,2
imp (tablet) - desktop site (computer),4,0,Indirect,1,66
imp (computer) - imp (phone),35,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),4,44,Direct,1,1
imp (computer),26,0,Indirect,0,1
imp (tablet) - imp (phone),85,0,Indirect,0,1
imp (tablet),110,0,Indirect,0,7
imp (tablet),457,0,Indirect,0,1
imp (phone),100,0,Indirect,0,10
imp (phone) - desktop site (computer),88,0,Indirect,1,1
imp (phone) - desktop site (phone) - desktop site (computer),15,0,Indirect,1,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,85,Direct,1,1
imp (tablet) - imp (other) - imp (phone),4,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,49,Direct,1,1
imp (phone) - imp (tablet) - mobile site (other) - desktop site (phone),4,0,Indirect,1,1
imp (tablet),167,0,Indirect,0,6
imp (other) - mobile site (other) - desktop site (other) - desktop site (phone),0,1,Direct,1,1
imp (phone),234,0,Indirect,0,1
mobile site (phone) - imp (phone) - desktop site (tablet) - desktop site (phone),1,0,Indirect,1,1
imp (phone) - desktop site (tablet) - desktop site (computer),3,0,Indirect,1,4
imp (tablet) - click (tablet) - desktop site (computer),14,0,Indirect,1,1
imp (phone),115,0,Indirect,0,11
mobile site (tablet),0,0,None,0,8017
imp (tablet) - desktop site (tablet) - desktop site (phone),0,1,Direct,1,1
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,4,Direct,1,1
imp (phone) - imp (tablet),19,0,Indirect,0,21
imp (phone) - imp (tablet),43,0,Indirect,0,2
imp (tablet) - desktop site (computer),30,0,Indirect,1,2
imp (tablet) - desktop site (computer) - desktop site (tablet),4,0,Indirect,1,4
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,44,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,132,Direct,1,1
imp (tablet) - imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),3,2,Direct,1,1
imp (phone),196,0,Indirect,0,2
imp (phone) - imp (tablet) - desktop site (phone),11,2,Direct,1,1
imp (phone),249,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,1,Direct,1,4
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),5,3,Direct,1,1
imp (tablet) - click (tablet),21,0,Indirect,0,5
imp (tablet),406,0,Indirect,0,1
imp (tablet) - click (tablet),14,0,Indirect,0,5
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),16,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,2,Direct,1,6
imp (phone) - click (phone) - desktop site (phone),4,2,Direct,1,1
imp (tablet) - imp (phone) - mobile site (tablet) - desktop site (tablet),7,0,Indirect,1,1
imp (other) - imp (tablet),2,0,Indirect,0,200
imp (other) - desktop site (computer),3,0,Indirect,1,1
imp (tablet),137,0,Indirect,0,4
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet),16,2,Direct,1,1
imp (phone) - imp (tablet) - click (phone) - mobile site (phone) - desktop site (phone),2,234,Direct,1,1
imp (tablet),31,0,Indirect,0,184
imp (phone) - mobile site (phone) - desktop site (other) - desktop site (phone),1,0,Indirect,1,2
imp (phone) - desktop site (other) - desktop site (computer) - desktop site (tablet),1,0,Indirect,1,1
imp (phone),140,0,Indirect,0,3
imp (tablet) - click (tablet) - desktop site (tablet),0,58,Direct,1,1
imp (phone),73,0,Indirect,0,16
imp (phone) - imp (tablet),75,0,Indirect,0,1
mobile site (phone) - imp (phone),2,0,Indirect,0,31
imp (phone) - mobile site (tablet) - desktop site (tablet),12,0,Indirect,1,1
imp (tablet) - imp (phone),25,0,Indirect,0,14
mobile site (computer) - imp (tablet),1,0,Indirect,0,1
imp (tablet),237,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),0,6,Direct,1,2
imp (tablet) - imp (phone),1168,0,Indirect,0,1
imp (tablet) - desktop site (tablet) - desktop site (computer),2,0,Indirect,1,6
imp (phone) - desktop site (computer),5,0,Indirect,1,109
imp (tablet) - imp (phone),9,0,Indirect,0,120
imp (tablet) - imp (phone),151,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (computer),3,0,Indirect,1,1
imp (tablet) - desktop site (tablet),0,6,Direct,1,10
imp (phone) - desktop site (computer),25,0,Indirect,1,2
imp (other) - mobile site (tablet) - desktop site (tablet),0,1,Direct,1,8
mobile site (phone) - mobile site (tablet) - desktop site (tablet),0,0,None,1,9
imp (phone) - desktop site (phone),19,0,Indirect,1,4
imp (phone) - mobile site (phone) - desktop site (phone),0,7,Direct,1,5
imp (phone),70,0,Indirect,0,32
imp (phone) - desktop site (phone) - desktop site (computer),6,0,Indirect,1,6
imp (other) - imp (phone),5,0,Indirect,0,28
imp (phone) - imp (tablet),35,0,Indirect,0,7
imp (other) - imp (tablet) - desktop site (tablet),0,2,Direct,1,2
imp (phone),1010,0,Indirect,0,1
imp (computer),13,0,Indirect,0,1
imp (phone),349,0,Indirect,0,1
imp (phone) - desktop site (phone),0,36,Direct,1,2
imp (other) - desktop site (tablet),0,4,Direct,1,1
imp (other) - mobile site (tablet) - desktop site (tablet),0,2,Direct,1,3
imp (phone) - desktop site (tablet) - desktop site (phone) - desktop site (computer),6,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,38,Direct,1,1
imp (phone) - mobile site (phone) - imp (tablet),19,0,Indirect,0,1
imp (phone),143,0,Indirect,0,6
imp (phone),66,0,Indirect,0,32
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet),5,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (tablet),2,0,Indirect,1,5
imp (phone) - imp (tablet),482,0,Indirect,0,1
imp (tablet),321,0,Indirect,0,2
imp (tablet) - desktop site (tablet),7,3,Direct,1,1
imp (tablet) - desktop site (phone) - desktop site (computer),2,0,Indirect,1,3
imp (tablet),398,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (tablet),1,1,Direct,1,2
imp (phone) - imp (other),35,0,Indirect,0,1
imp (phone) - imp (tablet) - desktop site (phone),1,2,Direct,1,2
mobile site (other) - desktop site (other) - desktop site (phone) - desktop site (computer),0,0,None,1,5
imp (phone) - desktop site (phone) - desktop site (computer),25,0,Indirect,1,1
imp (tablet) - imp (phone),37,0,Indirect,0,5
imp (phone),342,0,Indirect,0,1
imp (tablet),86,0,Indirect,0,5
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),2,0,Indirect,1,4
imp (phone) - mobile site (phone) - desktop site (phone),1,3,Direct,1,1
imp (tablet) - imp (phone) - desktop site (tablet),16,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,13,Direct,1,1
mobile site (phone) - desktop site (phone) - desktop site (computer) - desktop site (tablet),0,0,None,1,31
imp (tablet),272,0,Indirect,0,1
imp (phone) - desktop site (computer),66,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (computer),8,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),30,0,Indirect,1,1
imp (tablet) - imp (phone) - click (tablet) - mobile site (tablet) - desktop site (tablet),6,114,Direct,1,1
imp (phone) - mobile site (computer) - mobile site (phone) - desktop site (phone),2,0,Indirect,1,1
mobile site (phone) - desktop site (other) - desktop site (phone),0,0,None,1,51
imp (tablet),121,0,Indirect,0,4
mobile site (phone) - desktop site (computer) - desktop site (other),0,0,None,1,2
imp (tablet) - desktop site (other) - desktop site (tablet),0,1,Direct,1,1
imp (tablet) - imp (phone) - desktop site (tablet),3,1,Direct,1,1
imp (tablet),259,0,Indirect,0,1
imp (phone) - desktop site (computer),35,0,Indirect,1,2
imp (other),24,0,Indirect,0,5
imp (computer) - imp (phone),2,0,Indirect,0,4
imp (tablet) - imp (phone),99,0,Indirect,0,3
imp (phone) - desktop site (phone) - desktop site (computer),0,2,Direct,1,6
imp (phone),79,0,Indirect,0,15
mobile site (other) - mobile site (phone) - desktop site (phone) - desktop site (tablet),0,0,None,1,1
imp (tablet),2223,0,Indirect,0,1
imp (tablet),232,0,Indirect,0,1
imp (tablet) - mobile site (phone) - desktop site (phone),5,0,Indirect,1,5
imp (tablet) - imp (phone) - desktop site (computer),27,0,Indirect,1,1
imp (tablet) - imp (phone) - imp (other),5,0,Indirect,0,1
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),18,3,Direct,1,1
mobile site (phone),0,0,None,0,55906
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),6,12,Direct,1,1
imp (tablet),28,0,Indirect,0,240
imp (tablet) - imp (other),2,0,Indirect,0,98
imp (phone) - desktop site (computer),15,0,Indirect,1,17
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),20,6,Direct,1,1
imp (phone),129,0,Indirect,0,8
imp (tablet) - click (tablet),3,0,Indirect,0,66
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),2,20,Direct,1,1
imp (tablet),169,0,Indirect,0,4
imp (phone) - mobile site (phone) - desktop site (phone),5,1,Direct,1,2
imp (tablet) - imp (phone) - desktop site (phone),4,0,Indirect,1,3
imp (phone) - imp (computer),2,0,Indirect,0,6
imp (tablet) - imp (phone),54,0,Indirect,0,3
mobile site (computer) - desktop site (computer) - desktop site (phone),0,0,None,1,25
imp (other) - desktop site (tablet),1,0,Indirect,1,22
imp (phone) - mobile site (phone) - desktop site (phone),35,2,Direct,1,1
imp (tablet) - imp (other) - mobile site (other),2,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),0,107,Direct,1,1
imp (phone) - imp (tablet),80,0,Indirect,0,2
imp (phone) - mobile site (phone) - desktop site (phone),3,0,Indirect,1,87
imp (phone) - imp (tablet) - desktop site (phone),81,0,Indirect,1,1
imp (phone) - desktop site (phone),0,15,Direct,1,2
imp (phone) - desktop site (computer),102,0,Indirect,1,1
imp (phone) - desktop site (computer) - desktop site (other) - desktop site (tablet),1,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,7,Direct,1,17
imp (phone) - desktop site (tablet),24,0,Indirect,1,1
imp (other),3,0,Indirect,0,478
imp (tablet) - click (tablet),49,0,Indirect,0,4
imp (computer) - imp (tablet),7,0,Indirect,0,2
